failed_attempts_1min,passwords_tried_count,geo_distance_km,os_is_usual,accounts_same_ip,activity_burst_seconds,is_attack
0,0,3.821137128666004,1,1,324.8854999615676,0
0,3,147.21590493298106,1,2,1255.2662126392897,0
5,0,209.5853114940994,1,2,2170.568895793752,0
1,1,33.19825592150015,0,1,2662.8825209207334,0
2,1,53.89917184643508,1,0,52.89324474624503,0
0,0,9.520573570570289,1,1,939.8769652139908,0
1,1,67.12610899393593,1,0,1664.7171226438757,0
2,2,67.97906942891142,1,1,1160.8448674697265,0
0,1,40.61966755062311,1,2,2168.132751776289,0
0,1,97.99615209986469,0,0,2059.2632845346634,0
3,6,1061.0586012532024,1,1,294.56389575351824,0
0,1,370.01750965714814,1,0,2498.7653517246363,0
9,12,138.64851893065932,0,4,126.81237387931958,1
6,10,976.0496160505658,0,6,102.57498233923195,1
6,9,5.4054979971371955,0,6,52.40967338177348,1
3,10,135.11969074704615,0,4,98.15893605090328,1
1,1,61.33471444139026,1,0,1155.9059788347888,0
1,3,90.44414230774443,1,2,2814.2934595088254,0
2,1,215.11374907366974,1,1,2651.066599834632,0
0,2,55.94424126823385,1,2,3392.215353877259,0
2,0,42.031292206428915,1,1,3105.483320203972,0
1,3,8.646213300086687,1,0,2706.1877247034477,0
2,13,333.20543517234074,0,8,117.92357778423303,1
11,15,281.0075294883003,1,4,40.03537415661861,1
1,1,29.300394487916748,1,1,393.033210776847,0
1,1,42.200848214328275,1,3,285.32522119721676,0
0,0,49.58888635441464,1,1,282.91148727030327,0
9,15,459.2219351538294,1,3,5.12213770560349,1
3,2,531.2784009196439,1,0,1821.6858043683967,0
0,1,54.98883547367306,1,0,1552.832537786131,0
5,5,40.304038989476446,1,0,637.4579099976544,0
0,1,74.86291306141766,1,1,2307.457405879483,0
1,1,45.240163226662446,0,1,517.8611583867713,0
2,0,198.54930348509896,1,0,451.3633540588867,0
1,1,51.07894958216305,1,0,1954.5709391587989,0
3,0,38.874962545499095,1,0,2175.016171426473,0
0,2,74.94865237030976,1,0,2743.099462267447,0
2,1,28.808582766786163,1,0,3156.578464742267,0
1,0,85.49315562603967,1,1,1295.5493019849591,0
0,0,45.06410570174872,1,1,1736.2901612115534,0
1,2,103.79122561142307,1,3,2639.612849273365,0
2,1,96.02571081535855,1,1,1528.1340474596325,0
4,0,68.53632982371101,1,0,2813.5010726735786,0
2,1,75.42628349133889,1,0,437.19782426699635,0
0,1,38.97637003483592,1,1,2453.0778239550855,0
1,2,96.7871375199075,0,1,684.8513462900985,0
1,0,77.97573938713299,1,1,1320.6540233215235,0
5,9,688.6779103085147,0,9,129.89887388777146,1
7,6,208.43737694710202,0,8,132.40945378827877,1
1,0,41.67085431974553,0,1,1562.951011453101,0
1,1,132.68153910326387,0,1,3579.156372282791,0
1,2,207.03130792130582,1,1,960.0143900682097,0
0,2,185.91884354260804,1,0,774.0744186887129,0
3,4,6.405675301027813,1,0,633.7186643360469,0
1,2,60.43910016887829,1,0,402.39315240905466,0
0,2,101.62934875855291,1,2,3306.7057329937047,0
2,1,56.87580548778131,1,0,2350.623741430331,0
1,0,273.29851869054204,1,3,2589.8484005716027,0
1,2,164.52703647875876,1,0,260.44798574332214,0
0,2,197.25080474290823,1,0,2671.6364035087486,0
2,1,34.313920951862,1,1,439.8417153401857,0
1,1,127.7296213596729,1,2,1016.5513283988993,0
1,0,30.114959002538267,1,1,3201.274676133657,0
3,3,31.920395253831252,1,1,2900.6934519530623,0
0,3,67.20289607150056,1,1,196.275113728648,0
1,0,18.322032708021077,1,0,1104.969650452881,0
1,0,114.57416956698432,1,2,3069.807037126948,0
1,0,36.18349728481853,1,0,2661.0608367306622,0
3,16,349.64177519529727,1,4,167.2701602824034,1
2,1,55.40228621651125,1,1,1270.02744037891,0
1,0,12.734450129388335,1,1,137.21085646408864,0
1,0,43.17028110896529,1,2,1302.4388129491324,0
0,0,14.475694862106593,1,1,2860.3203811918866,0
3,2,86.63534510292862,1,0,1075.914735870623,0
4,8,1358.023200237533,0,6,21.398360638426393,1
2,1,254.66912765370634,1,2,793.562364091791,0
5,6,9.740992233179195,0,7,115.14464165996824,1
1,0,73.9624306709345,1,0,3468.4002195534317,0
1,0,206.00046956814683,1,2,3351.349771762148,0
11,16,574.5151853827123,1,8,37.4364253070409,1
0,1,49.815330891694856,0,1,695.9994164950042,0
0,1,10.69313242577807,1,1,3303.485858870426,0
5,17,1598.921467023874,0,7,134.63743237407164,1
11,14,333.73129263296386,1,4,130.67782440802193,1
8,8,23.527502078485004,0,6,151.33554885416189,1
0,1,45.79333918139481,1,1,534.2675384578523,0
2,0,155.23190449118462,1,1,3275.2585666749833,0
2,2,8.857006286767929,1,3,1222.5094589010755,0
3,1,32.25072724390265,1,1,2126.199485193357,0
0,9,80.9622181743165,1,5,158.27817180500887,1
7,12,230.2928977427397,1,9,15.45313519429015,1
1,2,15.384565035235791,1,2,3290.810662905955,0
8,10,508.64994255407095,0,11,78.50360730746021,1
0,2,21.135844806563476,1,2,2554.41119580514,0
2,1,23.14898943846339,1,0,851.9434193292772,0
1,2,39.48177672107307,1,1,1433.1331995473777,0
1,1,131.41692102535828,1,3,3072.934772733311,0
1,1,100.90690836409684,1,1,2066.7761708582825,0
0,0,12.852018681516173,1,0,3036.6384692759057,0
2,0,103.09187938890857,1,1,893.2439310724264,0
0,0,161.82006741376367,1,0,1182.7582677477512,0
0,0,73.05837456042876,1,0,3303.513269406204,0
5,11,1176.5126734550424,0,7,73.15918220649525,1
1,2,94.89646933818194,1,0,1689.6824060885883,0
2,0,16.782193288327733,1,2,1747.4232070090013,0
1,0,22.717061392080037,1,2,66.69051678214267,0
3,0,74.48250100853492,1,0,2845.07862994212,0
1,1,7.553934408556095,1,1,3339.402204974926,0
0,1,57.220066354316515,1,1,263.36318929327985,0
1,1,138.5059926360302,1,1,881.0282873037821,0
1,0,10.818943961071525,1,2,794.8528373998201,0
1,1,87.08927599885102,1,0,2141.2062046845545,0
0,0,92.9467829500567,1,0,802.7304330700106,0
2,2,85.10164480206438,1,2,1800.1059772876035,0
2,1,20.719000546478547,1,0,3428.5973204395996,0
1,4,37.303382210599445,1,0,2911.414205973253,0
12,10,2439.498927405372,1,5,126.02127329970294,1
2,1,94.6492237743656,0,1,3342.6902783311943,0
2,2,23.97844815413345,1,1,133.70394928273555,0
0,1,30.287787529480394,1,0,2936.2937718091143,0
2,3,35.92920881843815,1,0,1900.4586210629498,0
1,1,38.190448195424764,1,0,814.9976499683193,0
0,0,37.114470750444504,1,2,756.9223529631286,0
2,0,61.343448645981496,1,3,2129.058276437393,0
6,13,654.0677174112411,0,7,162.29430989188276,1
1,2,147.75578214875762,1,0,509.52841027029143,0
8,11,640.3687629779057,1,4,128.06910132064212,1
11,13,276.19349563823334,0,5,107.53402936703257,1
4,12,205.53237086676793,0,11,48.65722552510475,1
5,12,750.1000460119558,0,9,139.28264085062355,1
1,2,79.6889012727418,1,1,1589.2752064298859,0
0,1,236.22151407416456,1,1,1411.0429848919866,0
1,0,46.852172722263326,1,2,1807.722232187488,0
0,1,92.45556153005887,1,1,2586.2849049425618,0
1,0,115.31676982692818,1,2,2280.696264185034,0
0,1,142.20778346186466,1,2,863.7618396289722,0
0,0,83.18261971978484,1,2,181.12483379465962,0
9,15,99.52742987972331,0,5,155.49552829942766,1
1,1,3.23753995389235,1,0,1638.229517117031,0
1,1,35.673406384921684,1,2,3087.846907040331,0
8,9,282.35087774222467,0,9,8.79713524622736,1
7,17,129.52279093273583,1,8,159.18863860024763,1
0,1,11.914426801459875,1,2,778.9866376021196,0
1,3,111.9301732687062,1,4,2547.6448646056574,0
1,2,48.1436523393208,1,1,3009.7541409550154,0
0,1,37.336040202594354,1,1,1799.2980849214355,0
1,1,198.39238553731846,1,1,1736.1493926550604,0
2,0,266.9660694257064,1,1,1577.6802261810815,0
1,1,64.74611450426151,1,1,1857.7687806047977,0
1,3,3.508817809514735,1,1,2432.1656325616054,0
0,0,26.85968776980095,1,1,3597.400175872903,0
0,1,5.884258397999669,1,1,136.8652494010426,0
0,0,32.1471613625017,1,1,2051.2397621352447,0
2,1,104.59978612483779,1,2,1348.1224870949732,0
1,0,123.67169021271856,1,1,805.974014349739,0
0,2,55.216301196298296,0,0,1129.7332099382159,0
0,0,210.76020547517456,1,0,960.0110111305207,0
0,4,53.6347488483505,0,2,1160.449476094678,0
0,1,41.96214663684884,1,2,1946.816971932331,0
5,12,1187.3856145673503,0,2,47.70223170567125,1
0,1,17.572560633222917,0,0,1923.0735512075676,0
1,1,6.94593554322201,0,1,3118.054359883521,0
2,0,0.28442435811439526,1,3,2113.915287837199,0
2,0,1.217818045986427,1,2,2106.5204766448996,0
2,0,80.73457056309856,1,2,1010.0527272082943,0
0,0,90.51597075230623,1,2,3464.904533538476,0
1,1,41.941806009983594,1,0,1263.205100256693,0
1,0,79.49910824168097,1,0,55.547541376698476,0
2,0,16.751930748444394,0,0,486.4179711667778,0
0,2,299.28661235409953,0,1,2057.6838043190733,0
0,0,76.99143945856785,1,2,578.6846528564035,0
8,17,682.9275248836309,1,5,164.8712116743765,1
2,1,19.584536765689457,1,3,3563.7301841746525,0
1,2,149.346377554853,1,1,3114.949916577704,0
2,1,251.0945058496713,1,2,2144.1974027423566,0
4,7,103.6002832182907,0,4,1132.7870902251104,0
1,0,74.99473311382582,1,0,2120.294874636068,0
1,3,86.09646120846891,1,0,2736.710372562553,0
3,4,534.6534161138029,1,1,1626.7822556077601,0
5,13,511.23400848629285,0,6,147.64869887983593,1
0,3,125.65807068146535,1,0,940.9272342555006,0
1,1,89.01604123984855,1,2,1263.3631264406254,0
1,2,4.395847656265513,1,0,1549.379052382752,0
1,0,54.579025484204266,1,0,3411.874554408171,0
4,20,648.4216059911839,0,4,14.475126930616954,1
1,0,5.8304002451259755,1,0,1112.6213304142598,0
1,1,218.1852328332225,0,0,1387.1762241354475,0
4,11,134.10092418823194,0,4,120.60319863346315,1
1,1,170.99990848501886,1,0,2915.6935475290534,0
7,11,14.26715129032309,0,6,82.89223401287511,1
1,0,36.749344825507265,0,1,3042.773214736482,0
0,2,63.94045989948989,1,0,2243.392608390599,0
3,7,168.58336426571347,1,1,423.10066581629326,0
0,0,0.8002795389450957,1,0,3079.557449048083,0
0,1,188.9631134545304,1,1,619.4487811318952,0
6,13,912.4138571723167,0,3,51.82888834360925,1
1,1,145.5217010257243,1,2,1086.7281542006156,0
2,1,162.3773355445542,0,0,3372.182911809353,0
0,1,33.59384705148804,1,2,3433.7732243477735,0
1,0,16.16907114154941,1,0,1403.1542821163655,0
3,5,111.99173080018129,1,1,1537.9585544641136,0
0,0,45.27426935666466,1,0,1818.4066025826248,0
0,2,288.73365799961357,1,1,336.24375667454643,0
0,1,3.8972125046250925,1,1,2680.185697931557,0
1,0,141.14474786935935,1,3,2455.8787990818096,0
2,5,505.1114543371325,1,3,493.147003731949,0
1,3,78.78769033951262,1,1,1426.6426558273956,0
1,1,29.685095811155854,0,2,145.52449985295166,0
2,0,51.49496521633832,1,0,812.9424895739107,0
2,0,48.62777694282556,1,4,2182.60162719278,0
7,12,124.92961513354852,0,5,6.311752688064106,1
6,7,885.1123143063538,0,8,151.02495687167993,1
0,10,2.76877439862388,1,3,7.873213865409361,1
4,13,141.25817583250458,0,2,36.427117087463785,1
0,0,18.554648477667733,1,1,507.7491759454215,0
3,1,42.15080890538631,1,0,3444.4497493739223,0
3,1,6.288969553783078,1,1,831.0795543296537,0
1,2,72.9079100063898,1,2,923.2656620851856,0
12,4,806.5843775559267,0,5,59.87407262607752,1
0,1,252.64227426937663,1,2,3562.9153475390794,0
0,2,27.956216557668224,1,1,1764.5777767393004,0
2,17,255.29002597238022,0,8,105.42321928148546,1
0,0,176.02169903695358,1,1,2731.8792358259548,0
1,0,11.136818742601582,0,0,3017.0835952869684,0
0,0,116.1489297734297,1,1,3261.179377602476,0
1,0,25.31083695925103,1,0,355.7137043494454,0
4,3,96.08117324567999,1,1,3560.61061597981,0
1,1,14.265318359303299,1,1,1099.6926268248505,0
11,12,224.0028123731066,0,2,134.00498641245295,1
9,9,185.98900913223295,0,5,146.4838099952474,1
2,0,133.0312862701194,1,1,2371.176257577743,0
6,13,167.48383554560408,0,8,53.76959892156117,1
0,1,86.18243785570672,1,3,745.792712096916,0
1,0,120.3674937017771,1,1,131.96831527830312,0
0,0,44.58890563048547,1,3,2778.641924093775,0
5,11,153.64396568864123,0,2,16.4820642974937,1
0,3,154.74008677394718,1,0,2220.9329693433374,0
0,1,50.975128950919824,0,1,2315.1751860834784,0
1,0,257.479888157407,0,1,277.4030429366095,0
10,11,115.82471385349552,0,4,141.67514270089765,1
0,1,224.3212298523378,1,3,2570.2737679341467,0
10,18,84.91615260437287,0,9,172.60137542607097,1
3,2,97.25262754045546,1,2,3202.9419308396396,0
6,3,106.6623950145243,1,1,1653.957540793103,0
1,3,53.62784256998025,0,2,3430.0932338653415,0
4,7,245.67309474901347,1,2,3247.1796715547416,0
0,1,31.190172025279402,1,0,2641.7744053216147,0
1,1,0.9737438721221248,1,3,2065.4488362490756,0
2,2,10.355479302033778,1,1,1493.6695432833772,0
0,2,59.79367471921209,1,2,1529.2999742092459,0
0,2,12.998790590990485,1,3,153.43737372566625,0
0,0,95.19463620470563,1,0,2751.591068881548,0
1,1,35.44065941078965,1,3,3521.323885443265,0
0,0,168.70738512825173,1,1,3413.113643532837,0
0,1,24.929267095796433,1,4,3453.8124244661176,0
1,2,5.676981595698446,1,1,3489.4718064843196,0
2,1,20.68200173437724,1,0,2919.900615252401,0
1,2,83.28925635274925,0,2,2850.5693439351267,0
7,13,9.79857438465317,0,5,130.39658531617022,1
1,1,0.7308627833077217,1,0,2654.326750205541,0
3,0,67.42311977219055,1,2,2272.524078694792,0
0,1,122.88503501861925,1,0,1725.0186991322473,0
2,2,189.60972100933176,1,1,151.7844255283575,0
1,3,21.448160377884697,1,0,2389.3496790979734,0
3,2,145.81003938867215,0,2,3259.464943187155,0
1,0,195.23910663665498,1,1,163.424383578524,0
3,2,152.09053410511692,1,1,3110.6331344264236,0
2,4,376.47906700076044,1,1,341.3077617262927,0
0,3,67.5637817283643,1,1,1935.6890478758748,0
0,0,4.69567917111825,1,1,3105.134427159489,0
2,1,151.66420733694508,1,1,1281.3754812491864,0
1,3,14.440133466237764,1,1,2782.0195023564606,0
2,1,89.66403619069537,1,1,471.0105198135994,0
1,1,141.16778540825524,0,1,2496.415364991548,0
7,13,444.44737657723374,0,8,28.592466219643164,1
1,0,34.85416982083883,1,1,99.36417650999637,0
1,0,355.4927999016505,1,2,2512.391447978248,0
0,12,56.53290830043914,1,7,120.23839328006163,1
1,0,43.89796792667886,1,1,1509.7796042438858,0
1,4,9.851911972398922,1,1,884.7625508858205,0
1,3,57.04801879047457,1,1,1221.4288043484278,0
3,2,90.78804571638356,0,0,1703.5831474812014,0
2,1,15.774853028673723,1,1,1923.635723415299,0
1,3,57.03039553877637,1,0,309.49944750395764,0
1,1,80.87812522404872,1,0,2549.5682218462725,0
1,0,91.57624865621673,1,2,1397.9534673134924,0
3,9,34.73046832845853,1,5,25.320256633861693,1
0,0,152.88119950456743,1,2,2577.833471282695,0
5,9,948.0393699298828,1,3,151.55781308429178,1
1,0,145.86126184964374,1,1,2608.930012724979,0
3,2,46.40443966935379,1,4,560.1145705164855,0
10,10,617.4432279060155,0,8,105.25212492007806,1
10,14,55.30852640831322,0,2,63.366697154781384,1
1,2,99.79302506746635,1,2,199.07294495093012,0
1,4,6.909799556236154,1,3,467.9946754188653,0
1,2,72.48071242399797,1,0,2682.530770645682,0
1,0,74.70454225022982,1,1,563.8833403159364,0
0,1,54.04865916546658,0,1,3435.4006453773236,0
1,0,56.11830172247498,1,2,3355.195592981502,0
1,3,15.547329632706102,1,1,3455.3261624027755,0
1,1,56.390570063746736,1,2,395.0261726792016,0
6,15,121.16727665146095,0,4,131.3751931907976,1
1,1,92.85178056370627,1,3,2673.4888220629505,0
1,1,56.343400517075665,0,1,665.1292462370286,0
6,9,1582.6665109974476,0,6,21.032307194600033,1
7,16,496.9517687225231,0,5,174.3393560875209,1
1,0,25.72571115438247,1,3,3317.6334356201123,0
1,0,102.25822770557984,1,1,2653.165198338418,0
2,2,3.6928136745551328,1,0,414.422927392335,0
0,0,158.4696152448707,0,0,2628.8893625608653,0
1,2,41.830891451164725,1,0,3573.04848519469,0
1,0,35.68197497655848,1,1,1798.885526989886,0
9,8,84.44775533201647,0,7,81.0972798384726,1
8,9,790.3636397960183,1,10,63.502364495325565,1
6,16,774.244245124897,0,8,161.77556010205612,1
6,7,9.091756747043396,1,9,28.840858503889542,1
0,1,42.28291323613099,0,2,2220.013426474538,0
0,19,1.0157210661599867,1,10,137.42846151269657,1
3,0,5.124780685903016,1,2,965.1651637367806,0
5,7,653.6280744382483,1,0,1592.2070533494125,0
1,3,34.35244649041289,1,0,1713.9996636584751,0
1,1,11.686025560217585,1,1,3173.870105090724,0
2,0,22.4078371222158,1,1,1528.958023146214,0
1,1,101.46537322262738,1,1,3156.9758215023535,0
0,0,34.05012257200998,1,0,1161.995495385233,0
1,1,140.48526899999135,0,1,1885.5619192367733,0
1,2,154.16751967060273,1,2,3462.9048943249054,0
1,0,26.232673482526955,1,1,2583.588537044844,0
1,0,80.1283516924981,1,0,3085.7772096630115,0
0,0,165.30074173477647,1,0,894.0125766260744,0
4,1,13.973665386450506,1,1,1080.5599746120924,0
1,4,37.871734545458416,1,2,460.7941574630573,0
1,2,48.61155619457112,1,3,1800.4294138717862,0
0,3,57.974316369169614,1,1,1557.1578976167204,0
0,1,78.25934153849234,0,2,1609.3379536349257,0
3,0,82.87004447635887,1,0,64.6288557190773,0
7,11,381.5052306148867,0,11,15.309408751279788,1
0,1,4.011880226899515,0,2,2171.232490394858,0
1,0,111.45132725601562,1,3,1618.5362118914024,0
1,1,6.596529988607478,1,0,2915.948326992838,0
1,2,114.49448996105134,0,0,1282.9822895842199,0
0,1,103.96634058346709,1,0,385.1629534690756,0
3,11,83.34071134408869,1,2,163.99619521546148,1
0,2,121.07299581486149,1,2,3516.7242383588623,0
1,4,49.79772527707685,0,0,303.16933999521115,0
1,0,4.984241209863178,1,1,1844.3499272112176,0
1,0,12.8721254477389,1,0,1103.3134207524188,0
0,15,50.59055690515501,1,4,176.8976202509285,1
3,3,14.356603287027209,0,3,2430.9821660085186,0
1,0,120.4012296622933,1,3,2291.9227804194097,0
1,0,8.92969876193892,1,2,2578.690918705358,0
0,2,185.17968780696506,1,0,1652.9403781399913,0
2,2,16.9906089474273,1,0,167.8244724564074,0
1,0,29.64259261010893,1,3,1522.5226525405658,0
1,2,123.29436507284501,1,1,3085.886490116407,0
1,1,85.3724804032282,1,1,1318.3697702229363,0
1,0,12.161217193871163,1,2,635.1299772788215,0
8,12,235.92984020926343,1,8,179.92231142552453,1
0,0,63.13338795533915,1,2,101.27784149074887,0
3,2,67.91631794984542,1,0,48.651477761340935,0
9,11,639.1493499409764,0,3,144.38144132365474,1
0,1,367.80110504244715,1,2,1682.8786391731378,0
1,0,38.32628131796899,1,2,3595.8682412605826,0
0,2,110.77127113325118,1,3,1471.8539554536578,0
3,0,41.0580350145679,1,2,672.7319515635198,0
0,0,200.52475615925323,1,1,1385.6862818383363,0
1,1,2.8919151481827345,1,1,3370.236852362042,0
2,2,12.864704490703547,1,3,1462.3914941500238,0
2,0,36.23320668297041,1,2,3495.00279466293,0
1,0,155.93553463001112,1,0,3474.9686951166905,0
1,4,284.05447110051654,1,0,1560.6301679650187,0
0,3,45.24133237932604,1,0,3200.3179089314854,0
3,2,42.84877956220423,1,0,49.405980849464726,0
2,3,141.78731665722802,0,2,1254.1700095484684,0
0,2,7.163382358102091,1,3,1933.0100773208192,0
0,0,7.087318956540965,1,1,2811.7622711615236,0
2,0,170.64834892244417,1,0,1090.2735308692115,0
2,2,259.7910817720086,1,1,195.85674777873703,0
2,4,41.03021817948894,1,2,1783.759678137842,0
2,1,5.3428802233759995,1,1,935.6154504352431,0
1,0,89.24094274871352,1,0,625.8747248240447,0
1,2,283.5283442309568,1,2,1888.9066132476007,0
2,1,35.70558548489932,1,0,307.80542466399083,0
0,1,45.96147325581236,1,1,1088.1732446250994,0
2,0,62.036017613474634,1,0,1854.518646593503,0
0,3,96.04665846364533,1,1,403.79539622626265,0
1,0,77.47055599163438,1,1,2707.4414214266476,0
2,0,142.44336209013323,1,0,165.65609466675897,0
11,10,816.8456955949104,0,6,121.91317440811314,1
1,0,5.584358878010755,1,1,3297.144783646136,0
1,1,74.09279872697539,1,1,230.75286357091633,0
0,1,185.0419496380617,1,0,991.9045229183513,0
0,1,108.80686614823756,1,0,2053.2826189653047,0
7,14,1200.302519335602,0,4,71.42163415706945,1
5,9,326.1659185488812,0,3,36.53603946757822,1
0,2,253.25179954109166,1,0,2437.517962774226,0
0,0,271.45188930250845,1,0,659.690472289939,0
0,1,65.06370272433203,1,0,2750.4259663174657,0
0,0,102.08995977352222,1,1,963.95042012742,0
0,0,10.019501746512343,1,4,1049.1299383409562,0
1,2,57.62339593491277,1,2,1094.881619491227,0
2,1,20.92801751657987,1,0,2704.2773043189495,0
9,12,104.37133798394419,0,15,23.171003573552987,1
0,0,109.56999085782746,1,0,1130.831982326737,0
2,5,893.7945961445857,1,0,1506.6185298835414,0
9,13,67.93882243441469,1,7,19.46667359014416,1
2,1,27.47868454792842,1,2,1174.3794277659463,0
1,2,69.5980663236593,1,2,997.4183562938049,0
0,0,169.48467092585565,1,2,646.3258685907779,0
6,7,826.2940671853011,0,3,1431.5838383815164,0
6,27,2.7532670191325197,0,6,95.15672853352983,1
2,1,76.05291204768665,1,1,2543.9382865550033,0
1,0,47.22151607644371,1,0,1984.5190615959614,0
2,0,5.157474124597211,1,1,905.1188710707515,0
5,13,488.47373842198766,0,8,146.36083135966862,1
6,14,531.0162351575982,1,9,165.6621399768557,1
5,13,130.09716068767392,0,6,149.2875880020197,1
6,15,137.2886334044398,0,3,166.75901501146805,1
0,1,20.756096285692472,1,0,2829.5881641175747,0
0,0,82.34187230460343,1,1,2142.974650500683,0
2,1,20.042124174971256,1,0,3041.837820414567,0
8,13,311.7994105972953,0,5,87.62014604495337,1
2,3,146.30407507579991,1,2,1010.5977207222974,0
0,0,104.87604255840827,1,2,1623.6459250287598,0
2,2,7.337858983513747,1,0,170.11875940595985,0
1,0,32.84423400370875,0,2,680.1065508860569,0
8,6,36.99407000384266,1,6,118.05552060832672,1
1,0,48.85540137497215,0,0,2965.2178904353577,0
6,17,1080.5110291688688,0,8,92.01888752788466,1
4,7,496.4360041513813,0,5,118.31921362642105,1
1,0,7.147252653393577,1,0,1810.1497688759973,0
1,2,20.52964425379145,0,2,2099.0303079850555,0
2,0,47.528174895836514,1,3,3070.6877120468407,0
0,11,18.32604790295048,1,10,108.6754587050739,1
7,10,217.17641187942857,0,5,138.29763623175222,1
3,2,96.58012214985753,1,1,253.9087727263737,0
3,14,214.69927361018898,0,4,75.42015629119548,1
0,0,12.03220096751334,0,1,3587.7496882534974,0
2,3,58.105876400047045,1,2,2739.7904902352134,0
1,0,91.49686706542623,1,1,3558.020994035692,0
1,1,167.77803965406108,1,1,312.12963071374236,0
11,18,386.3163840624121,0,8,86.53160206282368,1
1,1,11.183492680863603,1,0,166.0155264797951,0
1,0,30.68412954059564,1,1,2904.1901078495252,0
1,2,17.8375150522179,1,2,1966.2002563236374,0
1,0,141.26816686079925,1,0,879.2768203622478,0
1,0,98.6456383844586,1,0,354.326685245103,0
0,2,12.453752540763933,1,0,2147.7594890892624,0
0,1,2.2029590386712448,1,2,3230.8725811189324,0
0,0,35.017110483037676,0,1,1912.6964154562359,0
1,0,47.92713746243575,1,1,2040.617125761286,0
0,1,40.240298384850355,1,2,576.1399115721998,0
1,2,153.802190657726,1,0,915.3292245165258,0
1,0,40.101975401746145,1,2,1020.7947935860891,0
1,1,93.18968928434597,1,2,3301.0343743399194,0
2,4,30.6659051288272,1,0,2968.0273139313645,0
0,1,176.69579219102968,1,1,1706.7580842388252,0
2,5,91.08193311757651,1,1,954.1116836508717,0
0,0,80.28570570573876,0,2,2240.674012809829,0
1,3,102.45319592736013,1,0,295.4748299059933,0
2,3,71.54253721060688,1,1,2354.154459089661,0
1,2,26.49102152529504,1,0,3406.2507723216445,0
0,2,55.01366680379364,1,0,1352.444151577315,0
3,2,147.88012717399533,0,1,2975.6975086413368,0
1,1,77.97458830584137,1,4,3086.5271517389206,0
1,1,493.1836766924664,1,3,1385.4145027960044,0
2,1,98.53381779221885,0,3,1937.479535118854,0
2,5,607.0426840480447,0,6,138.66060889800434,1
1,1,180.7327282362342,1,2,1538.601796117837,0
0,0,32.017650288070136,0,0,2929.633268485417,0
0,1,62.02118322564934,0,0,3239.839463234422,0
2,0,54.46409973732539,1,2,2064.567287163607,0
2,2,2.528218508422837,1,1,113.81338135439636,0
0,0,63.36871381075724,1,2,540.4079431167547,0
1,2,91.72857621507421,0,2,773.3718721058489,0
7,14,333.0083310385275,0,9,61.97662903092006,1
0,1,111.89734228846694,1,1,1334.5876342361662,0
1,0,6.539542482763469,1,0,308.55033223641914,0
1,0,141.07774521009185,1,0,3529.9820663786063,0
0,0,118.97879509680286,1,2,258.98981327109243,0
3,0,88.03142486434626,1,0,593.4150444794595,0
1,0,10.673726093435615,1,3,1862.5798046610048,0
1,3,33.958388919921006,1,2,1055.164245107435,0
1,3,61.23658363604049,1,1,2535.443016883119,0
1,1,163.41951684185662,1,1,534.4741982643927,0
0,0,44.02624601494084,1,1,3206.2143067560214,0
1,3,102.12302674042513,1,0,2129.7771485740327,0
0,0,138.34052094827507,1,1,1265.6674307046042,0
2,0,48.9569469121971,0,1,2337.401133594024,0
2,2,18.664321039326193,1,1,1574.524517695243,0
2,3,21.532441856433373,1,0,1294.4342125793512,0
1,2,197.39084649637277,1,1,3000.895638885063,0
1,0,16.53185777829535,1,1,1015.7027354199333,0
0,20,141.2372849540116,1,2,109.26642562584627,1
5,10,797.3435846785837,1,6,55.15167454085545,1
1,1,66.0571824631042,1,3,2126.3248562779095,0
1,1,16.355302258702554,0,1,2478.0975853213195,0
1,0,123.74315763117012,1,0,847.9250577742158,0
2,1,157.0201215959645,1,1,2106.1657527810544,0
2,0,125.9960537315595,1,2,1829.2216971445177,0
0,0,25.985305333707444,1,2,1966.7265868373308,0
0,0,26.363919099942347,1,1,967.2904507354974,0
4,6,61.37025016257063,1,2,1195.5550176308566,0
1,0,10.005799487928622,1,1,2074.102339159939,0
1,2,18.704637846591115,1,0,1304.3222193409333,0
0,1,101.92879592981136,1,0,1847.4599869858016,0
1,2,91.31087701880307,1,1,1375.5606265481163,0
5,10,62.98095731160701,1,7,151.5511105415407,1
0,2,60.14946830392513,0,2,2130.205208986425,0
0,0,49.451092514603076,1,1,2911.938878157153,0
2,0,12.830190206934802,1,3,2665.0617267092894,0
0,1,169.50115729967106,1,0,1339.7635149327573,0
2,2,69.27892140925431,1,1,2435.370899761491,0
8,10,89.60194101367482,0,6,152.12096098954254,1
1,1,122.92039488027788,1,1,2712.1045768249023,0
1,1,20.91861462614835,1,1,52.679170160826416,0
5,15,123.63977242057427,0,6,20.177093652294367,1
2,0,93.54296521187405,1,2,2097.7428428071194,0
7,14,119.77051601691329,0,7,44.95963252786554,1
0,2,154.673770459433,1,1,1030.5543322065923,0
1,0,2.7973857636276422,1,1,2184.1787669334317,0
1,0,4.685571039695137,1,0,1158.7542976270465,0
0,1,12.747925713024532,1,3,737.014183101069,0
10,16,106.94228984369298,0,5,160.94219117280895,1
2,1,86.65300474507846,1,3,2446.5221010373143,0
0,2,46.025408695208434,1,3,1055.6388753736796,0
1,3,24.628689665175287,1,0,3290.963361208097,0
0,1,25.424294927752253,1,1,1046.8175681698924,0
